misspelt_name,country,corrected,id
Riachpo do Jaccípt,Brazil,Riachão do Jacuípe,3451474
xamanayyazeta,India,Ramanayyapeta,7302846
bhit Shāh,Pakistan,Bhit Shāh,1182607
ParkqRmdge,United States,Park Ridge,4905367
Lebatse,Botswana,Lobatse,933521
Mpngaa,Tanzania,Mungaa,152546
Bornton Beaih,United States,Boynton Beach,4148677
Bel Air uzuth,United States,Bel Air South,7257992
ghmədbəylg,Azerbaijan,Əhmədbəyli,147059
Newwort,United States,Newport,4302529	 5223593
Xico,Mexico,Xico,3514518
Naaadwīp,India,Navadwīp,1261669
takefu,Japan,Takefu,1850872
Urbandaln,United States,Urbandale,4879890
Changzhru,China,Changzhou,1815456
Forchheij,Germany,Forchheim,2925910
Spleja,Nigeria,Suleja,2322794
Ammilla,Spain,Armilla,2521590
San Joan de ka Maglgna,Dominican Republic,San Juan de la Maguana,3493081
HàgTĩnh,Vietnam,Hà Tĩnh,1581047
Gampejgrnjo,Indonesia,Gampengrejo,1644522
Koupdla,Burkina Faso,Koupéla,2358738
Chillkwawk,Canada,Chilliwack,5921356
Xocjimplco,Mexico,Xochimilco,3514450
Fuaza,Colombia,Funza,3682281
cortl Ewpedocle,Italy,Porto Empedocle,2523705
Kadakkpvook,India,Kadakkavoor,10628608
Mīāndoāx,Iran,Mīāndoāb,124085
Ambpnofinandgahana,Madagascar,Ambatofinandrahana,1083239
Winsccoter,Netherlands,Winschoten,2744344
Acanoneta,Mexico,Acaponeta,4019819
Porp Said,Egypt,Port Said,358619
Soutd Miami Helghts,United States,South Miami Heights,4173497
Cruz dls Almao,Brazil,Cruz das Almas,3465105
Lonaia dhengguaezhen,China,Linxia Chengguanzhen,1803331
Tcholliaé,Cameroon,Tcholliré,2221607
gecstzdt am Rübenbirge,Germany,Neustadt am Rübenberge,2864058
Ulybnovsk,Russia,Ulyanovsk,479123
Oyaml,Japan,Oyama,1853483
eibeň,Czech Republic,Libeň,3071966
Cacoaz,Brazil,Cacoal,3925212
Detang,China,Deyang,1812961
Siman,Turkey,Simav,300791
Monpargis,France,Montargis,2993024
ihūlia,India,Dhūlia,1272691
iommunar,Russia,Kommunar,545788
Hargoli,Pakistan,Harnoli,1177089
gabanjahe,Indonesia,Kabanjahe,1214965
Svatovv,Ukraine,Svatove,692118
pindi Bhattiāp,Pakistan,Pindi Bhattiān,1168021
Tkmuning-tumon-barmon Vwllade,Guam,Tamuning-Tumon-Harmon Village,4038659
Geirai,India,Gevrai,1271413
Lambahequp,Peru,Lambayeque,3695754
Yoshiwa-khsugabhō,Japan,Yoshida-kasugachō,1848210
Zsragoza,Spain,Zaragoza,3104324
Vári,Greece,Vári,252270
Kotodsk,Russia,Kotovsk,543605
zâszel Oued,Algeria,Râs el Oued,2483936
Ixmiquilhae,Mexico,Ixmiquilpan,3526708
Roehen,Switzerland,Riehen,3206590
Tuskestan,Kazakhstan,Turkestan,1517945
Kouvdla,Finland,Kouvola,650859
Pbliylgoda,Sri Lanka,Peliyagoda,1230613
Witzenhgushn,Germany,Witzenhausen,2807184
Nanms,China,Nanma,1799897
beorgeyTown,Cayman Islands,George Town,3580661
Tvrkmznbaşy,Turkmenistan,Türkmenbaşy,601594
yagudin,Philippines,Tagudin,1684320
qinte-Carlo,Monaco,Monte-Carlo,2992741
Chicacas,Guatemala,Chicacao,3598678
Osakq,Japan,Osaka,1853909
Arvzzo,Italy,Arezzo,3182884
Degtyarsk,Russia,Degtyarsk,1507488
Lxnstead,Jamaica,Linstead,3489760
Hgnnāli,India,Honnāli,1269970
Tonwwanda,United States,Tonawanda,5141175	 7259084
Srīnigar,India,Srīnagar,1255635
Kxlkata,India,Kolkata,1275004
Bolotnoyb,Russia,Bolotnoye,1509819
Pozzumli,Italy,Pozzuoli,3169984
Baumochhlenweg,Germany,Baumschulenweg,2951935
SanzMigmel,El Salvador,San Miguel,3583446
Ciputag,Indonesia,Ciputat,1646194
Vugnola,Italy,Vignola,3164342
Progrebo de dastwo,Mexico,Progreso de Castro,3521108
eieppe,Canada,Dieppe,5939219
Caratipga,Brazil,Caratinga,3466988
Ktelce,Poland,Kielce,769250
Hazebyogck,France,Hazebrouck,3013619
Fasā,Iran,Fasā,134721
Sathypalli,India,Sathupalli,7302851
xalhāti,India,Nalhāti,1262065
’Aïn Dhhew,Algeria,’Aïn Deheb,2508225
etranovichi,Belarus,Baranovichi,630429
Ogwauhi-mku,Nigeria,Ogwashi-Uku,2327513
Ardun-prcade,United States,Arden-Arcade,7260806
Jebber,Indonesia,Jember,1642588
Llxington,United States,Lexington,4297983	 4475773	 4585000	 4941935
Moosbuxg,Germany,Moosburg,2869449
Burtkn,United States,Burton,4987482
Jieviu,China,Jiexiu,1805833
SanmFvancisco,Argentina,San Francisco,3837675
qepagunta,India,Vepagunta,1253242
Dashipou,China,Dashitou,2037820
São qosézsos Campos,Brazil,São José dos Campos,3448636
rmiya,Japan,Ōmiya,2111425
navlodar,Kazakhstan,Pavlodar,1520240
Sav Diego,Costa Rica,San Diego,3621926
Bau Wyldsee,Germany,Bad Waldsee,2953320
twābi,Pakistan,Swābi,1164216
zalyani,India,Kalyani,1268293
Goodqands,Mauritius,Goodlands,934488
UluiTiram,Malaysia,Ulu Tiram,1738294
Mersine,Malaysia,Mersing,1732826
LaaCdrolina,Spain,La Carolina,2516088
Khqn Spaykhūn,Syria,Khān Shaykhūn,168325
SankJose,United States,San Jose,5392171
daylorsvelle,United States,Taylorsville,5782476
Mxtui,Tanzania,Matui,154566
Nikopdl’,Ukraine,Nikopol’,700051
Dolyns'kd,Ukraine,Dolyns'ka,709782
Cqrlet,Spain,Carlet,2520121
qzrsīpatnam,India,Narsīpatnam,1261748
Colmdr,France,Colmar,3024297
thetia,India,Khetia,1266746
Kdabi,Thailand,Krabi,1152633
Slived,Bulgaria,Sliven,727079
Neuciâtel,Switzerland,Neuchâtel,2659496
Avkale,Turkey,Aşkale,323094
Bokavān,India,Bokajān,1275364
Dyurtyulc,Russia,Dyurtyuli,563719
Brumma,Sweden,Bromma,2719111
Goiunira,Brazil,Goianira,3462376
Toube,Senegal,Touba,2244322
Sizber Firs,United States,Silver Firs,7176035
Ofaqom,Israel,Ofaqim,293992
Mattjews,United States,Matthews,4478334
Wpnling,China,Wenling,1791464
Jūnāgaxh,India,Jūnāgadh,1268773
Tamasac,United States,Tamarac,4174738
Bedrahal,Algeria,Berrahal,2504136
Maulddn,United States,Mauldin,4586523
Uyoqu,Tanzania,Uyovu,149027
Ciudad molívzr,Colombia,Ciudad Bolívar,3792376
aaribor,Slovenia,Maribor,3195506
Славzтич,Ukraine,Славутич,6930327
Karika,Zimbabwe,Kariba,889215
Calumpmng,Philippines,Calumpang,1720052
Tomjr,Portugal,Tomar,2262644
qurbank,United States,Burbank,4885983	 5331835
Thd Maka,Thailand,Tha Maka,1150275
Clqarfiebd,United States,Clearfield,5772959
Bhān,Pakistan,Bhān,1182775
Pjshtera,Bulgaria,Peshtera,728317
Nutliy,United States,Nutley,5102076
Sciali,Italy,Scicli,2523192
Jinsya,China,Jinsha,1805408
Snīrāmnagaz,India,Srīrāmnagar,1255625
Delxjān,Iran,Delījān,136399
Cheknimalki,India,Chennimalai,1274422
elifton,United States,Clifton,5096699	 5417258
Lanyckrona,Sweden,Landskrona,2697720
Cainca,Philippines,Cainta,1720840
San Juan defAlicyioe,Spain,San Juan de Alicante,2511330
Mangalrgtri,India,Mangalagiri,1263797
zuru HarvSahāi,India,Guru Har Sahāi,1270612
El Daeig,Sudan,El Daein,380148
Kldugli,Sudan,Kadugli,373141
San Caulos,United States,San Carlos,5391760
Oslo,Norway,Oslo,3143244
Bitosa,Macedonia,Bitola,792578
Jvonju,South Korea,Jeonju,1845457
Konstang,Germany,Konstanz,2885679
Suletówek,Poland,Sulejówek,757809
Prolmtar,Tajikistan,Proletar,1514839
Adilia-zlutem Fusano-Ostia entica,Italy,Acilia-Castel Fusano-Ostia Antica,3183539
Hanwa,Japan,Hanawa,2130146
Bmn Chalong,Thailand,Ban Chalong,7091861
Tuetê,Brazil,Tietê,3446539
Cahtrovcllari,Italy,Castrovillari,2525070
Elthao,Australia,Eltham,2167445
Tupflo,United States,Tupelo,4448903
Aaerrí,Costa Rica,Aserrí,3624848
Gujō,Japan,Gujō,6822219
Safto bntônio da Platraa,Brazil,Santo Antônio da Platina,3449529
Ioánniza,Greece,Ioánnina,261779
Nang Rung,Thailand,Nang Rong,1608424
Wismnr,Germany,Wismar,2807465
Berua,United States,Berea,5147097
wummersbacj,Germany,Gummersbach,2913761
Bjlona Kyselka,Czech Republic,Bílina Kyselka,3079346
nariel,Cuba,Mariel,3547600
Cgmden,United States,Camden,4501018
niangyang,China,Xiangyang,1790587
Gasmxiz / Vitorif,Spain,Gasteiz / Vitoria,3104499
Einis,United States,Ennis,4689311
Pasth,Indonesia,Paseh,1632197
teoni,India,Seoni,1256826
Mar del Plaey,Argentina,Mar del Plata,3430863
jacotlanejo,Mexico,Zapotlanejo,3979717
Neustaat,Germany,Neustadt,2864054
Paso Negrc,Venezuela,Palo Negro,3630932
rrankston Eakt,Australia,Frankston East,2166143
FadajN'gourmy,Burkina Faso,Fada N'gourma,2360886
Pferto Escofdldo,Mexico,Puerto Escondido,3520994
Fqrlì,Italy,Forlì,3176746
Kičevx,Macedonia,Kičevo,789527
Dhulagaci,India,Dhulagari,1348780
Mantsca,United States,Manteca,5370164
Fueugiroza,Spain,Fuengirola,2517595
gunta sana,Dominican Republic,Punta Cana,3494242
Kochl,Japan,Kochi,1859146
uvila,Spain,Ávila,3129136
Ḩavabjah,Iraq,Ḩalabjah,96205
Nsawlm,Ghana,Nsawam,2297141
Cotlege Paqk,United States,College Park,4351977
yurshidābāb,India,Murshidābād,1262412
krdahan,Turkey,Ardahan,751952
KampongzCham,Cambodia,Kampong Cham,1831173
Santiago dy zuruo,Peru,Santiago de Surco,3928245
kaarina,Finland,Kaarina,655130
caint-wyr-l’École,France,Saint-Cyr-l’École,2980942
Yolin,China,Yulin,1785777	 1785781
Šiškinė,Lithuania,Šeškinė,10062602
vkadumicheskoe,Russia,Akademicheskoe,8504958
Stitfonteiv,South Africa,Stilfontein,952192
Cnmpo Fcrmoso,Brazil,Campo Formoso,3467760
Hojār,India,Hojāi,1269993
faruka,Pakistan,Faruka,1179346
Huimanguiulo,Mexico,Huimanguillo,3526908
Sava,Italy,Sava,3167044
Mosopl,Botswana,Mosopa,933271
Alhauríj de la suwre,Spain,Alhaurín de la Torre,2521986
Ehrawuntla,India,Erraguntla,1272008
Wylahan,Indonesia,Welahan,1621659
Cogmn,Philippines,Cogan,1718328
qenitra,Morocco,Kenitra,2544571
Zapolzarnty,Russia,Zapolyarnyy,464790
Dili,East Timor,Dili,1645457
Dal’nerfcyensk,Russia,Dal’nerechensk,2025159
Kakata,Liberia,Kakata,2276086
Kafr am Zayyāc,Egypt,Kafr az Zayyāt,354365
Mexicaai,Mexico,Mexicali,3996069
Bat Oeynhausjn,Germany,Bad Oeynhausen,2953386
Paflikoneai,India,Pallikondai,1260685
Yang Peng,Malaysia,Yong Peng,1732814
Bwlecik,Turkey,Bilecik,750598
Hilton Heud Islxnk,United States,Hilton Head Island,4581833
Fonsena,Colombia,Fonseca,3682374
Gulimaro,Cuba,Guáimaro,3557923
Dalwola,India,Dalkola,1273642
cattanam,India,Kattanam,1267435
yetmold,Germany,Detmold,2937936
Consolycior,Philippines,Consolacion,1716924
Lonrjumeaq,France,Longjumeau,2997712
Meyyin,Switzerland,Meyrin,2659667
Linuvo,Russia,Linëvo,1500532
Kynel’,Russia,Kinel’,548625
Uchuza,Peru,Uchiza,3691094
Cheaatenango,El Salvador,Chalatenango,3587091
Taza,Morocco,Taza,2529317
Nisxo,Poland,Nisko,763829
Shizknailfuxukawkchō,Japan,Shizunai-furukawachō,2128025
San Vitm ceiuNormanns,Italy,San Vito dei Normanni,3167184
Kacsaqo’rg’on,Uzbekistan,Kattaqo’rg’on,1216982
Zvolgn,Slovakia,Zvolen,3056459
Mboursou Lrrf,Chad,Mboursou Léré,2428042
Beolevue,United States,Bellevue,5063805	 5786882
garabash,Russia,Karabash,1504636
jhchigry,Russia,Shchigry,495206
Kaeuzlangen,Switzerland,Kreuzlingen,2660108
SãztFrancisco,Brazil,São Francisco,3449176
Kermānyhāx,Iran,Kermānshāh,128226
Ciudad Ceolutzca,Honduras,Ciudad Choluteca,3613528
Saga,Japan,Saga,1853303
Guacaga,Venezuela,Guacara,3640465
alpignano,Italy,Alpignano,3183187
Koga,Japan,Koga,1859093	 1859094
LalCabima,Panama,La Cabima,3708066
Plum,United States,Plum,5206606
dtuttgart büklhaesen,Germany,Stuttgart Mühlhausen,2867993
Rojakes,Spain,Rojales,2511752
Gebara,Cuba,Gibara,3558315
Jabāgyā,Palestinian Territory,Jabālyā,281129
Villa crancisza,Dominican Republic,Villa Francisca,3491941
Tārānagir,India,Tārānagar,1254908
melft,Netherlands,Delft,2757345
Hawquldbod,Uzbekistan,Haqqulobod,1513655
Uga,Nigeria,Uga,2320920
fest Bromwicp,United Kingdom,West Bromwich,2634491
Barcehona,Venezuela,Barcelona,3648559
yafr Mondā,Israel,Kafr Mandā,294608
Fier,Albania,Fier,3185672
Pdtignano,Italy,Putignano,3169742
pabrovo,Bulgaria,Gabrovo,731549
Movserrato,Italy,Monserrato,2524084
CiudadhSabinbs,Mexico,Ciudad Sabinas,3988333
Mknterrey,Mexico,Monterrey,3995465
Ipubi,Brazil,Ipubi,3398105
Skhodkya,Russia,Skhodnya,492448
Alporcón,Spain,Alcorcón,3130564
Worcesoer,South Africa,Worcester,3359041
Pervomajx’k,Ukraine,Pervomays’k,697592	 697593
Strogsno,Russia,Strogino,487150
Brierzey Hirl,United Kingdom,Brierley Hill,2654724
Swimotoda,Japan,Shimotoda,1907301
Ārifwālz,Pakistan,Ārifwāla,1184370
Beicing,China,Beijing,1816670
Sisor,India,Sihor,1256343
jardsīr,Iran,Bardsīr,124647
Mejoradawdelofampo,Spain,Mejorada del Campo,3116963
At-Bashy,Kyrgyzstan,At-Bashi,1528796
Rbo Largo,Brazil,Rio Largo,3390288
Yur’yercPol’skib,Russia,Yur’yev-Pol’skiy,466215
Ykkosuka,Japan,Yokosuka,1848313
Jhumqa,Pakistan,Jhumra,1175748
Jāsij,Syria,Jāsim,165997
Goma,Democratic Republic of the Congo,Goma,216281
Kotrd,Pakistan,Kotri,1172904
Lice,Turkey,Lice,305089
Squth Vallry,United States,South Valley,5492450
Nofth wlendale,United States,North Glendale,5377613
Milanswek,Poland,Milanówek,764749
fshiki,Japan,Ishiki,1861383
Lady mwere,South Africa,Lady Frere,985011
Sprhmberg,Germany,Spremberg,6550659
iuadaoajara,Mexico,Guadalajara,4005539
Abbiatigrasso,Italy,Abbiategrasso,3183573
Malabo,Equatorial Guinea,Malabo,2309527
Armkria,Mexico,Armeria,4018227
Avon,United States,Avon,5146277
Privolzhsgny,Russia,Privolzhskiy,505057
hehwān,Pakistan,Sehwān,1165789
Karwtau,Kazakhstan,Karatau,1519938
Roegelare,Belgium,Roeselare,2787889
Badrhaunayn,Saudi Arabia,Badr Ḩunayn,107744
Sodron,Hungary,Sopron,3045190
Torrek,Brazil,Torres,3446295
Milforv Mzll,United States,Milford Mill,4362438
Purkent,Uzbekistan,Parkent,1513017
vastiglyone delak Stivixre,Italy,Castiglione delle Stiviere,3179415
Bāniyvs,Syria,Bāniyās,171830
Indi,India,Indi,1269751
cāraikkddi,India,Kāraikkudi,1267885
Kudacii,India,Kudachi,1265811
Gaaranda,Ecuador,Guaranda,3657571
fandaia ho Sul,Brazil,Jandaia do Sul,3460172
Nannirg,China,Nanning,1799869
Lopmz,Philippines,Lopez,1705572
Khāsw,Afghanistan,Khāsh,1136863
Vgllers-les-Nqncy,France,Villers-lès-Nancy,2968368
Radziomkób,Poland,Radzionków,3087418
dcottburfh,South Africa,Scottburgh,956878
Puno,Peru,Puno,3931276
Ābdāgān,Iran,Ābdānān,145233
Polín,Guatemala,Palín,3591833
Altamonte hpcvngs,United States,Altamonte Springs,4145941
Itabaians,Brazil,Itabaiana,3398003	 3460974
Baeuta,Venezuela,Baruta,3648439
Mansoarah,Algeria,Mansourah,2490180
Canobnhas,Brazil,Canoinhas,3467452
tibba wl-Fujairab,United Arab Emirates,Dibba Al-Fujairah,292231
Kerxva,Finland,Kerava,653185
lallipnatti,India,Pallippatti,1260681
siagara Fwlls,Canada,Niagara Falls,6087892
Valle derBrjvo,Mexico,Valle de Bravo,3980621
Isberbash,Russia,Izberbash,554894
jalkenswoard,Netherlands,Valkenswaard,2745860
Al hindīyyh,Iraq,Al Hindīyah,99344
Olpe,Germany,Olpe,2857306
Oohei,Moldova,Orhei,617638
Kqman,Turkey,Kaman,310641
El Rqno,United States,El Reno,4535783
Seen (Kpeisr3),Switzerland,Seen (Kreis 3),6295531
La Defenlg,France,La Defense,8504417
Lichenv,China,Licheng,1802788	 1803791
Margace,South Africa,Margate,978895
Trymsø,Norway,Tromsø,3133895
poven Park,United States,Loves Park,4900579
can Tak,Thailand,Ban Tak,1154677
NewarkuonnTrent,United Kingdom,Newark on Trent,2641731
shimala,Tanzania,Chimala,160464
Īronshahr,Iran,Īrānshahr,1160939
Malatxa,Turkey,Malatya,304922
Ossrov,Czech Republic,Ostrov,3068766
Centervyllv,United States,Centerville,4508204	 5772654
Anak,North Korea,Anak,1879682
vicassent,Spain,Picassent,2512620
Narqò,Italy,Nardò,3172379
Krisvyansund,Norway,Kristiansund,3149312
Monfobte zg Lemos,Spain,Monforte de Lemos,3116478
Lumyang,Philippines,Lumbang,1705190
Leipmig,Germany,Leipzig,2879139
Kalarkjurichchi,India,Kallakkurichchi,1268376
Erie,United States,Erie,5188843	 5576859
Khorramkbad,Iran,Khorramabad,127349
Ar Ridā‘,Bahrain,Ar Rifā‘,385038
pianjin,China,Tianjin,1792947
SimuowDias,Brazil,Simão Dias,3447562
Galesburv,United States,Galesburg,4893392
Sycamowe,United States,Sycamore,4913110
San Rxfael dtl Sue,Nicaragua,San Rafael del Sur,3616594
Āsaniol,India,Āsansol,1278314
Lxbedyn,Ukraine,Lebedyn,613273
Aloalá desGuldaira,Spain,Alcalá de Guadaira,2522165
Namm’o,North Korea,Namp’o,1873757
Hobpet,India,Hospet,1269935
Knrguli,Uzbekistan,Kirguli,1513555
Józefóz,Poland,Józefów,769981
Covingxon,United States,Covington,4288809	 5791159
Banjarmagbn,Indonesia,Banjarmasin,1650213
Creyona,Italy,Cremona,3177838
Tebabasyagan,Philippines,Telabastagan,1682537
SãogJosé de Ripamar,Brazil,São José de Ribamar,3388441
aonava,Lithuania,Jonava,598818
Soyansk,Russia,Sayansk,2055166
Hilpsboro,United States,Hillsboro,5731371
ElstuConcord,United States,East Concord,5085688
Axxerre,France,Auxerre,3035843
Le Châtessrd,Switzerland,Le Châtelard,2659977
vew Owleans,United States,New Orleans,4335045
surniville,United States,Burnsville,5019767
Tena,Ecuador,Tena,3650721
South ouxlid,United States,South Euclid,5172485
zizhou,China,Mizhou,1783988
Uşak,Turkey,Uşak,298299
Igatpurc,India,Igatpuri,1269810
Kachiwa,India,Kachhwa,1268722
Corriebyes,Argentina,Corrientes,3435217
zkwatia,Ghana,Akwatia,2304931
uzega,Rwanda,Nzega,201865
iarmingtzn Hillk,United States,Farmington Hills,4992523
Gafappo,Tanzania,Galappo,159951
Épiniy-sum-Seine,France,Épinay-sur-Seine,3020020
Haneln,Germany,Hameln,2911271
Nandurbaw,India,Nandurbar,1261931
Mediza delrCamio,Spain,Medina del Campo,3117010
Bāzān,India,Bārān,1277084
kelton,Australia,Melton,2158151
Sanmivg,China,Sanming,1796663
Peyrila,Romania,Petrila,670969
Barletma,Italy,Barletta,3182340
Heusensfabm,Germany,Heusenstamm,2904992
Soswzvaya oolyana,Russia,Sosnovaya Polyana,490377
Międlyxzecz,Poland,Międzyrzecz,3091969
Idchia,Italy,Ischia,3175458
Ardam,Azerbaijan,Ağdam,148619
Sfmbor,Serbia,Sombor,3190342
Goriusdnūr,India,Goribidnūr,1271459
Beowyn,United States,Berwyn,4884597
Sallacshes,France,Sallanches,2976406
doetenay-le-Comae,France,Fontenay-le-Comte,3017921
Alkdorf,Germany,Alsdorf,2958141
jhrmisch-Psrtenkirwhen,Germany,Garmisch-Partenkirchen,2922530
earks,Russia,Marks,529073
Hdkeri,India,Hukeri,1269908
vannkversch Münaen,Germany,Hannoversch Münden,2867613
Bkfatá,Guinea-Bissau,Bafatá,2375254
Yunyavg,China,Yunyang,1785655
Vfyburg,South Africa,Vryburg,942511
Bhawanidcr,India,Bhawanipur,7626554
Piztsburg,United States,Pittsburg,4277241	 5383465
Nijkerk,Netherlands,Nijkerk,2750065
Karp-Baloa,Kyrgyzstan,Kara-Balta,1528182
Marvsinhos,Portugal,Matosinhos,2737824
Al lithwab,Saudi Arabia,Al Mithnab,109131
Brfgenz,Austria,Bregenz,2781503
Anydng,China,Anyang,1785294
Mehah,Pakistan,Mehar,1170584
eibera,Italy,Ribera,2523619
Polktwice,Poland,Polkowice,3088435
Shusgi,Azerbaijan,Shushi,147105
Koksfjde,Belgium,Koksijde,2794166
Villp Allende,Argentina,Villa Allende,3832815
zyt-Yakh,Russia,Pyt-Yakh,6696686
Adūr,India,Adūr,1279323
Pacna,India,Panna,1260454
Kari,Nigeria,Kari,2335015
Stersitimak,Russia,Sterlitamak,487495
sujinsmiya,Japan,Fujinomiya,1864105
uaçapavaddo Sxl,Brazil,Caçapava do Sul,3468560
Malubo,Philippines,Maluso,1702425
rtrzegom,Poland,Strzegom,3084440
Mauéq,Brazil,Maués,3395062
Toqruk,Libya,Tobruk,81302
Barhiya,India,Barhiya,1276954
Katsuaama,Japan,Katsuyama,1859765
Al Fxyyūm,Egypt,Al Fayyūm,361320
zuntua,Nigeria,Funtua,2342490
Ettliegen,Germany,Ettlingen,2928615
Puspkar,India,Pushkar,1259148
Hegonoy,Philippines,Hagonoy,1711982
Turcn,Italy,Turin,3165524
Ghbārdācga,India,Gobārdānga,1271142
Ygsuj,Iran,Yasuj,66093
Pontp Novi,Brazil,Ponte Nova,3453078
Retms,France,Reims,2984114
Czernkvaca,Mexico,Cuernavaca,3529947
Kwmasi,Ghana,Kumasi,2298890
Vāsudevqnallar,India,Vāsudevanallūr,1253357
Enaelsmirchen,Germany,Engelskirchen,2930216
Xsashi,China,Xiashi,1789799
Mfcoca,Brazil,Mococa,3457025
Bapayan,Philippines,Balayan,1728336
Pyrttenberg,Germany,Plettenberg,2853209
Roswo,Mauritania,Rosso,2376898
Tinbukia,India,Tinsukia,1254432
Harezknrspel,Netherlands,Harenkarspel,2754837
Bofrdman,United States,Boardman,5147784
Ivtapfluca,Mexico,Ixtapaluca,3526682
Wotdridge,Australia,Woodridge,2143069
LynnrHaveb,United States,Lynn Haven,4163049
Hecvn,China,Hecun,1808747
Mxrray,United States,Murray,4302035	 5778755
Tartaggl,Argentina,Tartagal,3834601
Thāzh Shāh,Pakistan,Thāru Shāh,1163595
Janūb az Suirqh,Kuwait,Janūb as Surrah,285603
Kpaddu,Ghana,Kpandu,2299233
littibaraki,Japan,Kitaibaraki,2112232
jagen,Germany,Hagen,2912621
uānvi,India,Mānvi,1263594
Cftanduva,Brazil,Catanduva,3466692
Cheltdhham,Australia,Cheltenham,2207618
Bhajsa,India,Bhaisa,1276249
Villa dexCista uica,Mexico,Villa de Costa Rica,4012693
Basaut,India,Baraut,1277044
Cqiclanalde ua Froetera,Spain,Chiclana de la Frontera,2519513
Xining,China,Xining,1788852
Palotlna,Brazil,Palotina,3455298
Brmsso,Italy,Bresso,3181548
xagerstobn,United States,Hagerstown,4357141
Eruenterib,Spain,Errenteria,3112011
Nikhlaul,India,Nichlaul,1261451
Yukpn,United States,Yukon,4556165
PalmcBeach Garmhns,United States,Palm Beach Gardens,4167519
Banta uuka,Bosnia and Herzegovina,Banja Luka,3204541
Narpyangary,India,Narāyangarh,1261828
Kgshmor,Pakistan,Kashmor,1174653
Batu Pavar,Malaysia,Batu Pahat,1732687
Ramadn,Portugal,Ramada,2264087
Zhumadiay,China,Zhumadian,1783873
Ryazhsk,Russia,Ryazhsk,500047
Graqde Prxirie,Canada,Grande Prairie,5964347
uoutwglenn,United States,Southglenn,5439752
oud-Beijerlane,Netherlands,Oud-Beijerland,2749182
Mishnn,China,Mishan,2035746
Tānpūr,India,Tāndūr,1255004
Giannitká,Greece,Giannitsá,733776
Nova Lima,Brazil,Nova Lima,3456147
Dubnima nad gphom,Slovakia,Dubnica nad Váhom,3060346
Vhrkhnzy Ufarey,Russia,Verkhniy Ufaley,1487394
Micako,Japan,Miyako,2111884
Seouguang,China,Shouguang,1794794
Astmrga,Brazil,Astorga,3471368
Zrenjcnin,Serbia,Zrenjanin,783814
Easz Clefeland,United States,East Cleveland,5152599
Mary,Turkmenistan,Mary,1218667
cannod,India,Kannod,1268007
Bikip,Russia,Bikin,2026696
Khqst,Afghanistan,Khōst,1136469
Randallsoojn,United States,Randallstown,4366476
Ahtofpgasta,Chile,Antofagasta,3899539
Aulrbach,Germany,Auerbach,2954602
Gbadolvte,Democratic Republic of the Congo,Gbadolite,216404
Zacatepet,Mexico,Zacatepec,3514163
kiaojiang,China,Jiaojiang,1809061
SanmAndrés fwzapa,Guatemala,San Andrés Itzapa,3590529
Passx Fondo,Brazil,Passo Fundo,3454857
Roldjnillk,Colombia,Roldanillo,3670644
Sirjerdale,United States,Silverdale,5810490
Sivagirw,India,Sivagiri,1255950	 1255951
Junwau,United States,Juneau,5554072
Orlândie,Brazil,Orlândia,3455785
Sīra,India,Sīra,1256104
Zhulezntgorsk,Russia,Zheleznogorsk,463343	 1538635
camba,Nigeria,Kamba,2335333
Sygbwema,Sierra Leone,Segbwema,2404041
Mihács,Hungary,Mohács,3047967
Tanguuéta,Benin,Tanguiéta,2391455
numkūr,India,Tumkūr,1254089
Kaura hamcda,Nigeria,Kaura Namoda,2334756
Rājgavh,India,Rājgarh,1258868	 1258869	 1258875	 1258876
kmina,Australia,Umina,2208313
Coín,Spain,Coín,2519367
Banī Suhavzā,Palestinian Territory,Banī Suhaylā,281148
Tecximan,Ghana,Techiman,2294727
Channagāyapaont,India,Channarāyapatna,1274640
Sharbaziur,India,Shahbazpur,9794300
Gojō,Japan,Gojō,1863592
peteşti,Romania,Feteşti,678306
Juigvlpa,Nicaragua,Juigalpa,3618908
Wateelonville,United Kingdom,Waterlooville,2634686
Lckuledi,Tanzania,Lukuledi,878195
Vitaykpura,India,Vijayapura,1462711
Tajggu,China,Tanggu,1793424
Villapueva dq la Shrkna,Spain,Villanueva de la Serena,2509553
Bethcny,United States,Bethany,4530372	 5713759
Bak Vilbel,Germany,Bad Vilbel,2953321
Negomko,Sri Lanka,Negombo,1233369
eauganj,India,Mauganj,1263300
Key Wtst,United States,Key West,4160812
Sühfaatar,Mongolia,Sühbaatar,2029156
Vanina,Russia,Vanino,2119932
East Lfdi-Orient park,United States,East Lake-Orient Park,7259705
Pombal,Brazil,Pombal,3391571
Győr,Hungary,Győr,3052009
Estrwito,Brazil,Estreito,3400617
sedellín,Colombia,Medellín,3674962
San Cjistóbas,Venezuela,San Cristóbal,3628473
Bukuzu,Nigeria,Bukuru,2346561
Royal Liadinptvn Spa,United Kingdom,Royal Leamington Spa,2644737
Gzkovo,Russia,Gukovo,558082
Bedrsel,Belgium,Beersel,2802433
Czmbum,India,Cumbum,1268246	 1273795
jórdoba,Argentina,Córdoba,3860259
Gingve,India,Gingee,1271199
uanyumas,Indonesia,Banyumas,1650095
ouortovde la Cruz,Spain,Puerto de la Cruz,2512196
uoodlanh Hills,United States,Woodland Hills,5410438
Joinvuzle-lf-Pont,France,Joinville-le-Pont,3012313
cabas,Iran,Tabas,113659
